"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474208","FPKM.SRR8474209","FPKM.SRR8474210","FPKM.SRR8474211","FPKM.SRR8474212","FPKM.SRR8474213","FPKM.SRR8474214","FPKM.SRR8474215","..files.testis_1.txt_mean_female","..files.testis_2.txt_mean_male","Remark","Organism","Tissue","GEO_accession"
"68","ENSMFAG00000000284","+","PPP1R36","chr7",128920471,128920606,128938058,128938101,8.63256051198e-07,9.78762142555e-06,"0.015,0.02,0.348,0.363","0.331,0.307,0.325,0.243","MXE","7","PPP1R36",53.551571,52.23613,54.27879,50.123383,53.569164,51.993546,53.388786,52.669117,52.5474685,52.90515325,NA,"Macaca_fascicularis","testis","GSE125483"
"69","ENSMFAG00000000294","+","C1orf105","chr1",30418755,30418846,30432565,30432633,4.35056889293e-05,0.000365105881832,"0.062,0.063,0.21,0.087","0.111,0.254,0.234,0.172","MXE","1","C1orf105",8.29611682929936,9.12110924012739,9.25050567579618,9.3004147433121,9.7809022522293,8.84952187834395,8.62226591528662,9.49000377324841,8.99203662213376,9.18567345477707,NA,"Macaca_fascicularis","testis","GSE125483"
"70","ENSMFAG00000000294","+","C1orf105","chr1",30418755,30418846,30426730,30426805,0.000186529239325,0.00138736921787,"0.075,0.082,0.16,0.072","0.109,0.194,0.24,0.168","MXE","1","C1orf105",8.29611682929936,9.12110924012739,9.25050567579618,9.3004147433121,9.7809022522293,8.84952187834395,8.62226591528662,9.49000377324841,8.99203662213376,9.18567345477707,NA,"Macaca_fascicularis","testis","GSE125483"
"71","ENSMFAG00000000294","+","C1orf105","chr1",30426730,30426805,NA,NA,0.00015905635227,0.00705882782324,"0.885,0.947,1.0,0.719","1.0,1.0,1.0,1.0","SE","1","C1orf105",8.29611682929936,9.12110924012739,9.25050567579618,9.3004147433121,9.7809022522293,8.84952187834395,8.62226591528662,9.49000377324841,8.99203662213376,9.18567345477707,NA,"Macaca_fascicularis","testis","GSE125483"
"72","ENSMFAG00000000294","+","C1orf105","chr1",30418755,30418846,NA,NA,3.88225291581e-07,8.57997403203e-05,"0.568,0.806,1.0,0.354","1.0,1.0,1.0,1.0","SE","1","C1orf105",8.29611682929936,9.12110924012739,9.25050567579618,9.3004147433121,9.7809022522293,8.84952187834395,8.62226591528662,9.49000377324841,8.99203662213376,9.18567345477707,NA,"Macaca_fascicularis","testis","GSE125483"
"73","ENSMFAG00000000294","+","C1orf105","chr1",30418755,30418846,NA,NA,2.747052701e-05,0.00196128860049,"0.954,0.947,0.857,0.893","1.0,1.0,1.0,0.943","SE","1","C1orf105",8.29611682929936,9.12110924012739,9.25050567579618,9.3004147433121,9.7809022522293,8.84952187834395,8.62226591528662,9.49000377324841,8.99203662213376,9.18567345477707,NA,"Macaca_fascicularis","testis","GSE125483"
"74","ENSMFAG00000000305","-","PPP1R13B","chr7",169095362,169095503,169099231,169099428,1.18904885937e-13,5.45762996198e-12,"0.997,0.996,0.706,0.697","0.655,0.707,0.724,0.708","MXE","7","PPP1R13B",70.1574529349442,71.6701977812887,72.9123999157373,84.1971697224288,71.1991887831474,72.5323383767038,67.4344651939281,69.2419666957869,74.7343050885998,70.1019897623916,NA,"Macaca_fascicularis","testis","GSE125483"
"75","ENSMFAG00000000305","-","PPP1R13B","chr7",169095362,169095503,NA,NA,0.000465452691618,0.0158887763472,"0.961,0.934,0.924,1.0","1.0,1.0,1.0,0.916","SE","7","PPP1R13B",70.1574529349442,71.6701977812887,72.9123999157373,84.1971697224288,71.1991887831474,72.5323383767038,67.4344651939281,69.2419666957869,74.7343050885998,70.1019897623916,NA,"Macaca_fascicularis","testis","GSE125483"
"76","ENSMFAG00000000327","+","GRK4","chr5",3078597,3078710,3082067,3082145,0.00108571997671,0.00666005835655,"0.068,0.101,0.441,0.524","0.49,0.445,0.457,0.455","MXE","5","GRK4",61.8672533395062,60.729828125,64.5068838287037,62.979965470679,66.9360269305556,63.3926821512346,67.043157882716,60.6791565555556,62.5209826909722,64.5127558800154,NA,"Macaca_fascicularis","testis","GSE125483"
"77","ENSMFAG00000000327","+","GRK4","chr5",3082067,3082145,3094162,3094266,5.5730496512e-05,0.000457786221349,"0.017,0.013,0.035,0.046","0.06,0.045,0.067,0.032","MXE","5","GRK4",61.8672533395062,60.729828125,64.5068838287037,62.979965470679,66.9360269305556,63.3926821512346,67.043157882716,60.6791565555556,62.5209826909722,64.5127558800154,NA,"Macaca_fascicularis","testis","GSE125483"
"78","ENSMFAG00000000345","+","IARS2","chr1",78850346,78850507,78862705,78862808,0.0105248771866,0.043261131091,"0.397,0.464,0.499,0.504","0.498,0.522,0.535,0.543","MXE","1","IARS2",35.984447,32.453735,30.493925,29.433138,30.335554,32.869732,34.058376,32.779705,32.09131125,32.51084175,NA,"Macaca_fascicularis","testis","GSE125483"
"79","ENSMFAG00000000350","+","ARHGAP5","chr7",96003554,96007439,NA,NA,0.000217703349641,0.00890659843462,"0.29,0.368,0.945,0.911","0.924,0.948,0.946,0.929","SE","7","ARHGAP5",55.9158066096796,35.8806523327358,41.0875651092315,35.9869063181716,43.6932250536635,48.590386298566,52.5695923833744,48.2192516971768,42.2177325924546,48.2681138581952,NA,"Macaca_fascicularis","testis","GSE125483"
"80","ENSMFAG00000000350","+","ARHGAP5","chr7",96003554,96007439,96026318,96026466,3.74034136996e-13,1.49399513117e-11,"0.001,0.001,0.346,0.336","0.323,0.365,0.365,0.328","MXE","7","ARHGAP5",55.9158066096796,35.8806523327358,41.0875651092315,35.9869063181716,43.6932250536635,48.590386298566,52.5695923833744,48.2192516971768,42.2177325924546,48.2681138581952,NA,"Macaca_fascicularis","testis","GSE125483"
"81","ENSMFAG00000000350","+","ARHGAP5","chr7",96003554,96007439,96026318,96026466,1.37778677356e-13,6.18821398511e-12,"0.006,0.006,0.344,0.334","0.321,0.364,0.364,0.325","MXE","7","ARHGAP5",55.9158066096796,35.8806523327358,41.0875651092315,35.9869063181716,43.6932250536635,48.590386298566,52.5695923833744,48.2192516971768,42.2177325924546,48.2681138581952,NA,"Macaca_fascicularis","testis","GSE125483"
"82","ENSMFAG00000000355","-","E2F7","chr11",76227121,76227250,NA,NA,0.00041011273258,0.00114779497096,"0.615,0.495,0.974,0.948","1.0,0.923,0.95,0.945","RI","11","E2F7",4.69946028941176,4.72258808252101,4.71948207394958,4.65211708386555,4.93690768789916,4.89917120033613,4.84843355697479,4.78174304991597,4.69841188243698,4.86656387378151,NA,"Macaca_fascicularis","testis","GSE125483"
"83","ENSMFAG00000000355","-","E2F7","chr11",76226894,76227121,NA,NA,0.00155514098994,0.0396493337609,"0.91,0.908,0.946,0.951","0.968,1.0,1.0,0.929","SE","11","E2F7",4.69946028941176,4.72258808252101,4.71948207394958,4.65211708386555,4.93690768789916,4.89917120033613,4.84843355697479,4.78174304991597,4.69841188243698,4.86656387378151,NA,"Macaca_fascicularis","testis","GSE125483"
"84","ENSMFAG00000000358","+","FAM227A","chr10",12587974,12588121,12595557,12595659,0.00287012015185,0.0155223810796,"0.38,0.385,0.458,0.46","0.561,0.502,0.476,0.478","MXE","10","FAM227A",13.4120247742097,12.2777466006021,13.2347611204215,14.3019258304064,13.7694885293527,14.1206380566984,12.9472181138986,13.5177620878073,13.3066145814099,13.5887766969392,NA,"Macaca_fascicularis","testis","GSE125483"
"85","ENSMFAG00000000358","+","FAM227A","chr10",12596150,12596255,12598108,12598232,3.35390182441e-05,0.000286519041571,"0.014,0.011,0.268,0.311","0.243,0.236,0.224,0.222","MXE","10","FAM227A",13.4120247742097,12.2777466006021,13.2347611204215,14.3019258304064,13.7694885293527,14.1206380566984,12.9472181138986,13.5177620878073,13.3066145814099,13.5887766969392,NA,"Macaca_fascicularis","testis","GSE125483"
"86","ENSMFAG00000000372","+","NEPRO","chr2",159238510,159238872,159239215,159239277,0.000114443974005,0.00089045069737,"0.071,0.054,0.567,0.505","0.516,0.566,0.558,0.571","MXE","2","NEPRO",6.79620162127181,6.2202598660664,5.85833057850309,5.55168552054024,7.76613153629713,6.62162571806415,6.59383783005065,5.91955746876759,6.10661939659539,6.72528813829488,NA,"Macaca_fascicularis","testis","GSE125483"
"87","ENSMFAG00000000372","+","NEPRO","chr2",159237112,159237190,159238510,159238872,0.000546457838629,0.00360572590243,"0.009,0.009,0.056,0.064","0.152,0.047,0.076,0.051","MXE","2","NEPRO",6.79620162127181,6.2202598660664,5.85833057850309,5.55168552054024,7.76613153629713,6.62162571806415,6.59383783005065,5.91955746876759,6.10661939659539,6.72528813829488,NA,"Macaca_fascicularis","testis","GSE125483"
"88","ENSMFAG00000000372","+","NEPRO","chr2",159238510,159238872,159239215,159239277,0.00167823869979,0.00979518571852,"0.174,0.162,0.588,0.527","0.535,0.601,0.582,0.595","MXE","2","NEPRO",6.79620162127181,6.2202598660664,5.85833057850309,5.55168552054024,7.76613153629713,6.62162571806415,6.59383783005065,5.91955746876759,6.10661939659539,6.72528813829488,NA,"Macaca_fascicularis","testis","GSE125483"
"89","ENSMFAG00000000373","+","TPST2","chr10",24984016,24984946,24989186,24989385,3.25369176046e-08,4.73572799349e-07,"0.015,0.012,0.38,0.369","0.301,0.351,0.34,0.324","MXE","10","TPST2",13.131699,14.737008,16.323059,14.959603,13.84188,14.842674,14.404361,16.277124,14.78784225,14.84150975,NA,"Macaca_fascicularis","testis","GSE125483"
"90","ENSMFAG00000000376","-","SYCP2","chr10",91779675,91779861,NA,NA,0.00127058490769,0.0336831369742,"0.967,0.982,0.98,0.986","0.982,0.991,1.0,0.991","SE","10","SYCP2",51.5135260576958,47.1975865789474,40.5709993398445,37.3636552537529,42.6478482092603,46.1599000419606,48.4449946051727,43.9441119674444,44.1614418075602,45.2992137059595,NA,"Macaca_fascicularis","testis","GSE125483"
"91","ENSMFAG00000000383","+","FANCM","chr7",109417420,109417507,109421126,109421311,5.75193178799e-05,0.000471352989926,"0.0,0.0,0.079,0.092","0.245,0.276,0.087,0.245","MXE","7","FANCM",4.323272,3.990784,3.349995,2.915485,3.517182,3.809646,3.906186,3.82132,3.644884,3.7635835,NA,"Macaca_fascicularis","testis","GSE125483"
"92","ENSMFAG00000000389","-","RREB1","chr4",163719720,163720524,163735813,163738724,0.000258283465861,0.00184374929757,"0.148,0.113,0.394,0.432","0.459,0.464,0.401,0.434","MXE","4","RREB1",6.93631264626813,7.0477789522462,6.85252127732579,8.21991774283693,6.7303363385214,7.26084523770782,7.0007923784931,6.77551516908383,7.26413265466926,6.94187228095154,NA,"Macaca_fascicularis","testis","GSE125483"
"93","ENSMFAG00000000391","+","HSPB11","chr1",173475840,173475970,173480949,173481062,0.00305412084453,0.0162985082295,"0.112,0.116,0.209,0.206","0.208,0.194,0.184,0.198","MXE","1","HSPB11",71.898773,70.873047,76.955276,68.385429,78.845039,70.192261,74.256203,75.796204,72.02813125,74.77242675,NA,"Macaca_fascicularis","testis","GSE125483"
"94","ENSMFAG00000000406","+","OSGIN1","chr20",72232894,72233031,72234499,72234691,0.00753197629742,0.0337134867205,"0.429,0.437,0.393,0.406","0.363,0.367,0.323,0.401","MXE","20","OSGIN1",35.8964934074766,38.1982501523364,44.9295363878505,47.4595179813084,47.010607082243,42.8114816,43.5564486616822,40.0373404009346,41.620949482243,43.3539694362149,NA,"Macaca_fascicularis","testis","GSE125483"
"95","ENSMFAG00000000424","+","NDE1","chr20",15738757,15738849,15741314,15741466,2.39733780649e-06,2.49137439374e-05,"0.959,0.963,0.617,0.609","0.579,0.602,0.595,0.638","MXE","20","NDE1",18.6934532133829,19.7960981728625,21.1872005988848,22.8014066118959,21.2983472078067,20.0318364877323,18.6632220066914,20.730352229368,20.6195396492565,20.1809394828996,NA,"Macaca_fascicularis","testis","GSE125483"
"96","ENSMFAG00000000427","+","ANKAR","chr12",78904552,78904675,78909041,78909200,8.56859028175e-12,2.62962748676e-10,"0.004,0.001,0.212,0.193","0.172,0.196,0.164,0.229","MXE","12","ANKAR",29.874887,28.534212,24.671032,23.826319,25.236155,28.195465,28.230175,26.883802,26.7266125,27.13639925,NA,"Macaca_fascicularis","testis","GSE125483"
"97","ENSMFAG00000000427","+","ANKAR","chr12",78914425,78914625,NA,NA,0.000617863290567,0.0194746605132,"0.819,0.769,0.846,0.879","0.886,0.896,0.859,0.875","SE","12","ANKAR",29.874887,28.534212,24.671032,23.826319,25.236155,28.195465,28.230175,26.883802,26.7266125,27.13639925,NA,"Macaca_fascicularis","testis","GSE125483"
"98","ENSMFAG00000000427","+","ANKAR","chr12",78899622,78899776,78900011,78900173,7.3522743449e-10,1.46276712965e-08,"0.003,0.0,0.383,0.405","0.395,0.363,0.429,0.364","MXE","12","ANKAR",29.874887,28.534212,24.671032,23.826319,25.236155,28.195465,28.230175,26.883802,26.7266125,27.13639925,NA,"Macaca_fascicularis","testis","GSE125483"
"99","ENSMFAG00000000427","+","ANKAR","chr12",78864215,78864319,78866410,78866591,5.55111512313e-16,4.24032261048e-14,"0.0,0.022,0.156,0.088","0.224,0.172,0.2,0.149","MXE","12","ANKAR",29.874887,28.534212,24.671032,23.826319,25.236155,28.195465,28.230175,26.883802,26.7266125,27.13639925,NA,"Macaca_fascicularis","testis","GSE125483"
"100","ENSMFAG00000000429","-","KPNA6","chr1",195859545,195859543,NA,NA,0.00133876597891,0.0159759406817,"0.965,0.978,1.0,1.0","1.0,1.0,1.0,0.966","A3SS","1","KPNA6",35.6531862400167,34.9488317942714,35.8375032659419,35.5048572297721,35.9311612251725,37.3161578609659,36.1772760066904,36.5048082786954,35.4860946325005,36.4823508428811,NA,"Macaca_fascicularis","testis","GSE125483"
"101","ENSMFAG00000000438","-","ATAT1","chr4",140341612,140341331,NA,NA,4.93837580925e-05,0.000728093869312,"0.057,0.055,0.131,0.098","0.123,0.127,0.173,0.117","A5SS","4","ATAT1",8.0466104690003,8.37408758142984,8.72920875852863,9.17609223761495,8.82608704805696,8.74224788608721,7.94971211035301,8.89628710738653,8.58149976164343,8.60358353797093,NA,"Macaca_fascicularis","testis","GSE125483"
"102","ENSMFAG00000000448","+","SGCE","chr3",117403584,117403619,NA,NA,7.63922608504e-08,2.27008894068e-05,"0.054,0.067,0.0,0.0","0.0,0.008,0.0,0.0","SE","3","SGCE",11.3204827601586,11.0695372006938,10.6696238904856,10.9509325599604,10.4078650733399,10.8057932879088,10.4794244410307,10.7048035455897,11.0026441028246,10.5994715869673,NA,"Macaca_fascicularis","testis","GSE125483"
"103","ENSMFAG00000000457","+","PCCB","chr2",38387907,38388021,38423161,38423272,1.10822351296e-10,2.62388214098e-09,"0.014,0.015,0.255,0.31","0.325,0.315,0.34,0.33","MXE","2","PCCB",18.1100026994794,17.2957927316611,18.9201814510175,18.1410366346427,19.16362208708,17.255591624231,18.5243125996214,18.0563432470421,18.1167533792002,18.2499673894936,NA,"Macaca_fascicularis","testis","GSE125483"
"104","ENSMFAG00000000461","-","PCNT","chr3",361808,361958,365544,365699,5.00994367048e-06,4.94613778411e-05,"0.996,1.0,0.811,0.765","0.793,0.813,0.807,0.836","MXE","3","PCNT",13.806593,13.330441,13.195183,15.386213,12.679562,13.381728,13.69812,12.690965,13.9296075,13.11259375,NA,"Macaca_fascicularis","testis","GSE125483"
"105","ENSMFAG00000000464","+","RCOR3","chr1",69857571,69857790,69863723,69863801,3.03305536242e-08,4.43929012136e-07,"0.003,0.003,0.503,0.522","0.568,0.496,0.481,0.455","MXE","1","RCOR3",40.2945235459423,40.1613167328415,37.8396914303599,35.4786871594008,37.3230958443997,39.8081730283926,41.1330142843729,40.9852930610329,38.4435547171361,39.8123940545495,NA,"Macaca_fascicularis","testis","GSE125483"
"106","ENSMFAG00000000467","+","PAK2","chr2",1123404,1123601,1128527,1128665,7.57985785249e-10,1.49949361864e-08,"0.008,0.003,0.372,0.385","0.357,0.329,0.335,0.329","MXE","2","PAK2",27.544232103323,26.6487243568709,25.8594321812046,24.6397437393562,26.2172698611976,26.7995237301835,26.139472844756,27.6236479906542,26.1730330951887,26.6949786066978,NA,"Macaca_fascicularis","testis","GSE125483"
"107","ENSMFAG00000000471","+","ROPN1L","chr6",10553572,10553696,10555254,10555416,0.00282613197936,0.0153240783233,"0.691,0.67,0.517,0.538","0.505,0.494,0.545,0.492","MXE","6","ROPN1L",294.070892,307.877502,316.102997,314.886963,323.280121,300.098846,314.256927,322.088898,308.2345885,314.931198,NA,"Macaca_fascicularis","testis","GSE125483"
"108","ENSMFAG00000000474","-",NA,"chr1",135470775,135470919,NA,NA,0.000660348085628,0.02039473933,"0.818,0.867,0.831,0.907","0.875,0.92,0.973,0.904","SE","1","ENSMFAG00000000474",39.189467630031,37.0104406854489,31.9929650693498,29.4568007331269,34.0708594108359,36.757012452322,36.5078149402477,36.3276039616099,34.4124185294891,35.9158226912539,NA,"Macaca_fascicularis","testis","GSE125483"
"109","ENSMFAG00000000474","-",NA,"chr1",135470775,135470953,NA,NA,0.000108370864288,0.00530751738462,"0.773,0.838,0.815,0.894","0.873,0.915,0.97,0.897","SE","1","ENSMFAG00000000474",39.189467630031,37.0104406854489,31.9929650693498,29.4568007331269,34.0708594108359,36.757012452322,36.5078149402477,36.3276039616099,34.4124185294891,35.9158226912539,NA,"Macaca_fascicularis","testis","GSE125483"
"110","ENSMFAG00000000474","-",NA,"chr1",135470953,135470919,NA,NA,0.000127315965499,0.00262956436434,"0.134,0.173,0.52,0.418","0.871,0.605,0.47,0.687","A3SS","1","ENSMFAG00000000474",39.189467630031,37.0104406854489,31.9929650693498,29.4568007331269,34.0708594108359,36.757012452322,36.5078149402477,36.3276039616099,34.4124185294891,35.9158226912539,NA,"Macaca_fascicularis","testis","GSE125483"
"111","ENSMFAG00000000474","-",NA,"chr1",135459794,135460044,NA,NA,0.000134850973829,0.00624946873446,"0.941,0.959,1.0,0.982","1.0,0.99,0.993,0.985","SE","1","ENSMFAG00000000474",39.189467630031,37.0104406854489,31.9929650693498,29.4568007331269,34.0708594108359,36.757012452322,36.5078149402477,36.3276039616099,34.4124185294891,35.9158226912539,NA,"Macaca_fascicularis","testis","GSE125483"
"112","ENSMFAG00000000483","-","EIF2B1","chr11",127939093,127939162,NA,NA,2.1612830828e-05,0.00163321700999,"0.967,0.952,1.0,1.0","1.0,1.0,1.0,1.0","SE","11","EIF2B1",34.6202044822335,34.7987010157924,30.5306031562324,30.3345960812183,31.1734986723068,30.7422399007332,32.0958027732657,31.6398994258319,32.5710261838692,31.4128601930344,NA,"Macaca_fascicularis","testis","GSE125483"
"113","ENSMFAG00000000489","-","APOO","chrX",21821599,21821691,21837563,21837618,4.24955341827e-05,0.000358188503868,"0.978,1.0,0.721,0.612","0.618,0.66,0.74,0.698","MXE","X","APOO",7.20207497363796,7.40247789806678,7.54093797891037,7.82186617926186,8.451056456942,7.98887191739895,7.03330162390158,7.78752881370826,7.49183925746924,7.8151897029877,NA,"Macaca_fascicularis","testis","GSE125483"
"114","ENSMFAG00000000492","+","PUM2","chr13",90690354,90690524,NA,NA,0.000472170922743,0.0160232077023,"0.956,0.943,0.954,1.0","1.0,1.0,1.0,1.0","SE","13","PUM2",18.3133066035951,17.2923550392621,15.4732394791864,13.0662376977294,14.8521510808893,17.0892234224219,17.2727617549669,17.4560882909177,16.0362847049433,16.667556137299,NA,"Macaca_fascicularis","testis","GSE125483"
"115","ENSMFAG00000000509","+","ZIK1","chr19",58232160,58232850,58233435,58233474,4.9297757984e-05,0.000410422464043,"0.647,0.574,1.0,1.0","1.0,1.0,0.913,0.864","MXE","19","ZIK1",2.49526251175657,1.97453637866913,2.03484028523129,2.61700546181036,1.93212252789304,4.92076346288612,2.29084805040725,2.53764991609036,2.28041115936684,2.92034598931919,NA,"Macaca_fascicularis","testis","GSE125483"
"116","ENSMFAG00000000510","-","FBXL13","chr3",135429590,135429686,135514347,135514438,6.75148337237e-09,1.11971907277e-07,"0.976,0.981,0.782,0.846","0.77,0.814,0.838,0.828","MXE","3","FBXL13",58.1118992198716,55.2163961741594,55.0695123717416,54.2095793381186,53.7341324733661,55.9062039463544,55.9032246528145,58.1678935466566,55.6518467759728,55.9278636547979,NA,"Macaca_fascicularis","testis","GSE125483"
"117","ENSMFAG00000000510","-","FBXL13","chr3",135282651,135282786,135301947,135302031,1.37827257196e-06,1.5024606735e-05,"0.03,0.021,0.137,0.114","0.125,0.097,0.14,0.114","MXE","3","FBXL13",58.1118992198716,55.2163961741594,55.0695123717416,54.2095793381186,53.7341324733661,55.9062039463544,55.9032246528145,58.1678935466566,55.6518467759728,55.9278636547979,NA,"Macaca_fascicularis","testis","GSE125483"
