,id,strand,symbol.x,chr.x,as_site1,as_site2,as_site3,as_site4,as_pvalue,IncLevel1,IncLevel2,as_type,female,male,..files.brain_mean_female,..files.brain_mean_male,Remark,Organism,Tissue,GEO_accession
94,ENSCAFG00000001136,-,EPB41L2,chr1,69138580,69138703,69140548,69141118,0.000304634,"0.013,0.267,0.202","0.014,0.014,0.237",MXE,"37.6463197627332,54.7868086454866,56.5517019445285","52.0314789531014,40.8932853033283,47.5676262854261",49.66161012,46.83079685,NA,dog,brain,GSE125483
95,ENSCAFG00000001136,-,EPB41L2,chr1,69143377,69143542,NA,NA,0.000547798,"0.0,0.353,0.159","0.012,0.0,0.231",SE,"37.6463197627332,54.7868086454866,56.5517019445285","52.0314789531014,40.8932853033283,47.5676262854261",49.66161012,46.83079685,NA,dog,brain,GSE125483
96,ENSCAFG00000001136,-,EPB41L2,chr1,69148478,69148625,NA,NA,0.000581667,"0.661,1.0,1.0","0.82,0.533,1.0",SE,"37.6463197627332,54.7868086454866,56.5517019445285","52.0314789531014,40.8932853033283,47.5676262854261",49.66161012,46.83079685,NA,dog,brain,GSE125483
97,ENSCAFG00000001136,-,EPB41L2,chr1,69141331,69141385,69143377,69143542,5.68133E-06,"0.019,0.128,0.078","0.024,0.021,0.089",MXE,"37.6463197627332,54.7868086454866,56.5517019445285","52.0314789531014,40.8932853033283,47.5676262854261",49.66161012,46.83079685,NA,dog,brain,GSE125483
98,ENSCAFG00000001136,-,EPB41L2,chr1,69141331,69141385,NA,NA,0.000123789,"0.538,0.493,0.506","0.371,0.242,0.41",SE,"37.6463197627332,54.7868086454866,56.5517019445285","52.0314789531014,40.8932853033283,47.5676262854261",49.66161012,46.83079685,NA,dog,brain,GSE125483
99,ENSCAFG00000001136,-,EPB41L2,chr1,69140548,69141118,69147041,69147143,0.001471631,"0.047,0.044,0.068","0.16,0.108,0.029",MXE,"37.6463197627332,54.7868086454866,56.5517019445285","52.0314789531014,40.8932853033283,47.5676262854261",49.66161012,46.83079685,NA,dog,brain,GSE125483
100,ENSCAFG00000001136,-,EPB41L2,chr1,69138580,69138703,NA,NA,6.7903E-05,"0.951,0.967,0.971","0.959,0.86,0.96",SE,"37.6463197627332,54.7868086454866,56.5517019445285","52.0314789531014,40.8932853033283,47.5676262854261",49.66161012,46.83079685,NA,dog,brain,GSE125483
101,ENSCAFG00000001139,+,ST13,chr10,24406050,24406167,24408729,24408778,0.00024235,"0.003,0.242,0.225","0.002,0.001,0.263",MXE,"105.893669,86.762024,89.043823","103.227829,109.600708,125.922058",93.89983867,112.916865,NA,dog,brain,GSE125483
102,ENSCAFG00000001166,+,KHDRBS3,chr13,31572265,31572427,NA,NA,4.18698E-09,"0.041,0.126,0.104","0.035,0.036,0.096",SE,"81.9698995249764,68.807630226673,49.4719852799246","76.7289112393968,84.3864025230914,47.2736872092366",66.74983834,69.46300032,NA,dog,brain,GSE125483
103,ENSCAFG00000001166,+,KHDRBS3,chr13,31512249,31512445,31538904,31538987,0.001338439,"0.002,0.498,0.42","0.002,0.0,0.375",MXE,"81.9698995249764,68.807630226673,49.4719852799246","76.7289112393968,84.3864025230914,47.2736872092366",66.74983834,69.46300032,NA,dog,brain,GSE125483
104,ENSCAFG00000001166,+,KHDRBS3,chr13,31461114,31461233,31498002,31498142,0.002974945,"0.997,0.412,0.468","0.996,0.999,0.569",MXE,"81.9698995249764,68.807630226673,49.4719852799246","76.7289112393968,84.3864025230914,47.2736872092366",66.74983834,69.46300032,NA,dog,brain,GSE125483
105,ENSCAFG00000001181,-,TRAPPC9,chr13,35051628,35051772,NA,NA,0.000181877,"0.924,0.942,0.962","0.951,0.377,0.366",SE,"17.710726,18.299984,12.618831","19.084688,11.93695,11.777593",16.209847,14.26641033,NA,dog,brain,GSE125483
106,ENSCAFG00000001202,-,GRM4,chr12,3361904,3362755,NA,NA,0.000473518,"0.0,0.339,0.22","0.001,0.002,0.298",SE,"6.17862972531847,6.49214252388535,4.91340690585191","6.38238067476115,6.73765225517516,4.16908957006369",5.861393052,5.763040833,NA,dog,brain,GSE125483
107,ENSCAFG00000001217,-,PTK2,chr13,35376423,35376444,NA,NA,0.000111241,"0.943,0.964,0.921","0.926,0.891,0.884",SE,"85.2841002765084,71.5906079283697,57.5777444955071","66.0703065417202,78.1278199532734,65.8378730775353",71.4841509,70.01199986,NA,dog,brain,GSE125483
108,ENSCAFG00000001277,+,ANKS1A,chr12,4179734,4179810,NA,NA,3.83606E-06,"0.853,1.0,1.0","0.509,0.491,0.592",SE,"4.24002802328088,6.36787205604656,6.96930984802759","5.38203377279586,4.76279960767407,6.1403855279155",5.859069976,5.428406303,NA,dog,brain,GSE125483
109,ENSCAFG00000001287,-,TCP11,chr12,4288227,4288391,NA,NA,0.000354495,"0.874,1.0,1.0","0.846,0.748,1.0",SE,"1.44150366878307,2.147223,1.532174","2.10269154814815,1.39809276402116,1.629114",1.70696689,1.709966104,NA,dog,brain,GSE125483
110,ENSCAFG00000001304,+,ZNF76,chr12,4458142,4458508,NA,NA,3.2706E-07,"0.06,0.406,0.286","0.033,0.046,0.098",A3SS,"7.58486089515669,8.81776379259259,7.62962699031339","8.22407644415954,9.55749265840456,5.24841433589744",8.010750559,7.676661146,NA,dog,brain,GSE125483
111,ENSCAFG00000001345,+,MATR3,chr11,26771738,26772830,NA,NA,1.06603E-06,"0.986,0.988,1.0","0.867,0.954,1.0",SE,"196.990833241586,213.603820288612,225.893717870217","177.88707217266,182.148105394421,308.796246612033",212.1627905,222.9438081,NA,dog,brain,GSE125483
112,ENSCAFG00000001358,+,AGTPBP1,chr1,73919273,73919367,NA,NA,0.000913995,"0.966,0.896,1.0","0.913,0.87,1.0",SE,"18.0841901071508,14.1137198026286,14.2408513771441","14.9827286560481,19.2098755573624,22.3314010327467",15.4795871,18.84133508,NA,dog,brain,GSE125483
113,ENSCAFG00000001372,-,SCRIB,chr13,37357189,37357294,NA,NA,2.27266E-05,"0.022,0.119,0.075","0.01,0.021,0.092",RI,"13.0503988484907,20.3615945098684,14.0766873552632","15.5581861993034,17.8461885733359,4.56833983107585",15.82956024,12.65757153,NA,dog,brain,GSE125483
114,ENSCAFG00000001382,+,MAPK13,chr12,5241956,5242015,NA,NA,0.000234732,"0.952,0.972,1.0","0.892,0.925,0.959",SE,"29.842812,33.323116,28.493183","30.183626,31.621027,15.188843",30.553037,25.66449867,NA,dog,brain,GSE125483
115,ENSCAFG00000001385,+,FAM227A,chr10,26158497,26158599,NA,NA,0.000445901,"0.48,0.17,1.0","1.0,0.935,1.0",SE,"0.354957257142857,0.661892805194805,0.697852558441558","0.402645467532467,0.53815161038961,0.555445519480519",0.57156754,0.498747532,NA,dog,brain,GSE125483
116,ENSCAFG00000001394,-,ETV7,chr12,5486395,5486560,5498184,5498314,0.001028898,"0.0,0.0,0.0","0.128,0.54,1.0",MXE,"0.448261347494553,0.747249142156863,0.467496953431373","0.344530658496732,0.402017966230937,0.148376235021786",0.554335814,0.298308287,NA,dog,brain,GSE125483
117,ENSCAFG00000001399,+,HNRNPK,chr1,75504362,75504406,NA,NA,0.000126263,"0.98,0.984,0.983","0.973,0.957,0.975",SE,"112.726957277375,114.962983545769,116.137503246978","113.900947396891,148.570522367876,138.223596053195",114.609148,133.5650219,NA,dog,brain,GSE125483
118,ENSCAFG00000001420,+,TMEM184B,chr10,26470759,26470780,NA,NA,0.000733095,"0.903,0.927,0.883","0.865,0.83,0.825",SE,"30.2726497766611,28.7604616644333,21.1822320692351","22.6551034371859,29.6888765806812,21.2015963149079",26.73844784,24.51519211,NA,dog,brain,GSE125483
119,ENSCAFG00000001425,+,GKAP1,chr1,75692006,75692029,75710263,75710413,6.33603E-09,"1.0,0.806,0.907","1.0,0.999,0.873",MXE,"11.5497565465839,12.5650956503106,15.9216484031056","14.5206252080745,16.3510954913043,18.4717483149068",13.3455002,16.447823,NA,dog,brain,GSE125483
120,ENSCAFG00000001443,-,EIF3L,chr10,26763913,26764084,26767014,26767186,7.34631E-09,"0.993,0.817,0.825","0.995,0.998,0.855",MXE,"40.2188731226933,37.314152,34.795734","40.814907,44.781551,39.679794",37.44291971,41.75875067,NA,dog,brain,GSE125483
121,ENSCAFG00000001456,-,GCAT,chr10,26821314,26821436,26821719,26821841,0.000861077,"0.992,0.703,0.672","0.994,0.98,0.686",MXE,"13.7390551900476,13.3998132705135,10.1684086225516","13.2890966691371,12.6491951296983,6.94922047644256",12.43575903,10.96250409,NA,dog,brain,GSE125483
122,ENSCAFG00000001477,+,CMTR1,chr12,6498240,6498363,6499860,6499929,0.000473718,"0.0,0.273,0.28","0.003,0.002,0.292",MXE,"25.2935818062741,24.5804491733627,19.7525149053385","20.9010148970831,24.6028313373693,20.608919",23.20884863,22.03758841,NA,dog,brain,GSE125483
123,ENSCAFG00000001489,+,ZFAND3,chr12,7059113,7059296,7081871,7081937,0.000405843,"0.009,0.38,0.323","0.005,0.005,0.343",MXE,"31.9161104246324,31.9703609515931,30.2500837316176","29.5931332083333,32.8690200061274,28.569181598652",31.3788517,30.34377827,NA,dog,brain,GSE125483
124,ENSCAFG00000001490,-,SH3BP1,chr10,26960755,26960901,NA,NA,2.46383E-05,"1.0,1.0,1.0","0.947,0.778,1.0",SE,"2.11122426776918,1.88503325791696,1.81666970478536","1.84719928078818,3.21479736312456,0.478081078817734",1.93764241,1.846692574,NA,dog,brain,GSE125483
125,ENSCAFG00000001499,+,NA,chr14,6846745,6846900,NA,NA,0.000427889,"0.905,1.0,1.0","1.0,1.0,1.0",SE,"9.83303288372093,9.55182835465116,8.4897503372093","11.0181304883721,11.25500625,7.92927596511628",9.291537192,10.0674709,NA,dog,brain,GSE125483
126,ENSCAFG00000001499,+,NA,chr14,6848828,6849072,6849414,6849627,1.14178E-06,"0.049,0.279,0.304","0.0,0.005,0.305",MXE,"9.83303288372093,9.55182835465116,8.4897503372093","11.0181304883721,11.25500625,7.92927596511628",9.291537192,10.0674709,NA,dog,brain,GSE125483
127,ENSCAFG00000001523,+,GPAA1,chr13,37578299,37578496,NA,NA,0.000203765,"0.994,1.0,1.0","0.972,0.965,1.0",SE,"28.5703559699967,36.0507134526871,23.8186885476426","31.2302419950544,32.0198180626442,16.987180121332",29.47991932,26.74574673,NA,dog,brain,GSE125483
128,ENSCAFG00000001537,-,FREM1,chr11,35201267,35201340,NA,NA,0.000621945,"1.0,1.0,1.0","0.915,0.928,1.0",SE,"2.176485,3.130163,3.253858","2.376291,2.546212,3.874051",2.853502,2.932184667,NA,dog,brain,GSE125483
129,ENSCAFG00000001557,+,CCDC171,chr11,35980367,35980872,NA,NA,0.00029296,"1.0,1.0,1.0","0.404,0.706,0.463",SE,"0.599939,0.309257,0.634449","0.408983706970128,0.888802,0.702932",0.514548333,0.666905902,NA,dog,brain,GSE125483
130,ENSCAFG00000001557,+,CCDC171,chr11,35941552,35941655,NA,NA,0.000579569,"1.0,1.0,1.0","1.0,0.715,1.0",SE,"0.599939,0.309257,0.634449","0.408983706970128,0.888802,0.702932",0.514548333,0.666905902,NA,dog,brain,GSE125483
131,ENSCAFG00000001568,-,MOCS1,chr12,8812745,8812910,8828387,8828555,0.002319213,"0.071,0.331,0.254","0.071,0.019,0.262",MXE,"5.77448653339756,6.56090896692357,5.47150383044316","6.30304211078998,4.70345849389852,3.08703264033398",5.93563311,4.697844415,NA,dog,brain,GSE125483
132,ENSCAFG00000001577,-,CEP78,chr1,80460822,80460936,80462997,80463172,0.00224212,"0.035,0.496,0.49","0.0,0.056,0.263",MXE,"6.67556388110488,6.59292632906325,7.30384631985588","6.24171305524419,7.09252966092874,7.8027722846277",6.85744551,7.045671667,NA,dog,brain,GSE125483
133,ENSCAFG00000001578,-,OARD1,chr12,9825223,9825282,NA,NA,0.001236767,"1.0,0.847,1.0","0.673,1.0,0.843",SE,"23.5632297154555,19.6798094462641,19.3604855649949","27.3845394022518,30.0231692517912,25.0088929457523",20.86784158,27.47220053,NA,dog,brain,GSE125483
134,ENSCAFG00000001595,+,ADCK5,chr13,37815765,37815897,NA,NA,0.000270495,"0.842,1.0,0.969","0.746,0.817,0.799",SE,"11.3271253733956,15.65471782993,9.5894479445741","13.363858949825,11.9196179638273,5.84745918436406",12.19043038,10.3769787,NA,dog,brain,GSE125483
135,ENSCAFG00000001598,-,HAUS6,chr11,38905564,38905646,NA,NA,0.000137264,"1.0,1.0,1.0","1.0,0.811,1.0",SE,"2.362549,1.701155,2.970163","1.830946,3.336642,3.908404",2.344622333,3.025330667,NA,dog,brain,GSE125483
136,ENSCAFG00000001600,-,CPSF1,chr13,37825091,37825182,NA,NA,0.002382157,"0.0,0.18,1.0","0.025,0.0,0.18",RI,"15.2544419990826,20.6556319369266,14.5503798555046","16.7873737988532,16.1047985197248,7.67794324587156",16.82015126,13.52337185,NA,dog,brain,GSE125483
137,ENSCAFG00000001613,-,MED20,chr12,10572552,10572806,NA,NA,0.000216989,"0.927,0.923,0.715","0.65,0.585,0.663",SE,"2.782873,2.665496,2.998377","3.423952,2.552162,2.230049",2.815582,2.735387667,NA,dog,brain,GSE125483
138,ENSCAFG00000001646,+,PRUNE2,chr1,81875921,81875930,NA,NA,1.2915E-05,"0.048,0.0,0.0","0.003,0.0,0.0",SE,"16.3823530486017,12.3770288001629,10.8953652918816","10.0976803092588,14.2597887064893,23.8295063695357",13.21824905,16.06232513,NA,dog,brain,GSE125483
139,ENSCAFG00000001699,-,OSTF1,chr1,83099216,83099324,83102137,83102191,0.000174006,"0.99,0.54,0.58","0.997,0.996,0.663",MXE,"33.8169159340879,31.2932400998668,31.233772988016","33.979768747004,36.9429554886818,34.2691068009321",32.11464301,35.06394368,NA,dog,brain,GSE125483
140,ENSCAFG00000001700,-,SND1,chr14,8623219,8623333,8635621,8635712,5.54882E-07,"0.002,0.113,0.119","0.002,0.003,0.129",MXE,"32.5528516102167,32.0827467393189,35.0218355823529","32.6129362393189,31.334627876161,30.4582695687306",33.21914464,31.46861123,NA,dog,brain,GSE125483
141,ENSCAFG00000001700,-,SND1,chr14,8533058,8533148,8623219,8623333,0.000245175,"0.0,0.346,0.313","0.002,0.0,0.298",MXE,"32.5528516102167,32.0827467393189,35.0218355823529","32.6129362393189,31.334627876161,30.4582695687306",33.21914464,31.46861123,NA,dog,brain,GSE125483
142,ENSCAFG00000001702,+,NMRK1,chr1,83156255,83156362,NA,NA,0.000138672,"1.0,1.0,1.0","0.911,0.907,1.0",SE,"4.90676794299287,5.18532323990499,5.45971563895487","4.39929641092637,4.79328813776722,5.65876710688836",5.183935607,4.950450552,NA,dog,brain,GSE125483
143,ENSCAFG00000001702,+,NMRK1,chr1,83155306,83155378,83156255,83156362,0.000553742,"1.0,0.789,0.767","1.0,1.0,0.761",MXE,"4.90676794299287,5.18532323990499,5.45971563895487","4.39929641092637,4.79328813776722,5.65876710688836",5.183935607,4.950450552,NA,dog,brain,GSE125483
144,ENSCAFG00000001706,+,IFT74,chr11,45206762,45206842,45223511,45223565,0.000269743,"0.003,0.089,0.136","0.0,0.003,0.142",MXE,"21.766249,22.427801,22.770639","23.51128,22.972334,27.363771",22.321563,24.615795,NA,dog,brain,GSE125483
145,ENSCAFG00000001706,+,IFT74,chr11,45177409,45177469,NA,NA,2.14006E-05,"0.922,0.963,0.978","0.844,0.83,0.873",SE,"21.766249,22.427801,22.770639","23.51128,22.972334,27.363771",22.321563,24.615795,NA,dog,brain,GSE125483
146,ENSCAFG00000001740,+,LARGE1,chr10,30315656,30315782,30341692,30341848,0.002844648,"0.998,0.614,0.601","0.992,0.999,0.631",MXE,"53.1643399253911,40.1921134031288,33.3201002635379","40.2796542812876,46.9888363276173,35.0436412027677",42.22551786,40.7707106,NA,dog,brain,GSE125483
147,ENSCAFG00000001763,+,RRP36,chr12,11552102,11552169,NA,NA,2.04195E-05,"0.941,0.959,1.0","0.982,1.0,1.0",SE,"38.417713,45.938362,41.680756","50.337399,39.722309,40.363285",42.012277,43.474331,NA,dog,brain,GSE125483
148,ENSCAFG00000001781,-,WFS1,chr13,38459844,38460198,NA,NA,4.83199E-11,"0.007,0.074,0.095","0.001,0.0,0.048",SE,"21.6248958248244,25.3300346574303,15.0724278198899","18.2068024363257,4.01710365856899,7.60626102770924",20.6757861,9.943389041,NA,dog,brain,GSE125483
149,ENSCAFG00000001781,-,WFS1,chr13,38457257,38457840,NA,NA,1.9712E-12,"0.006,0.106,0.057","0.0,0.006,0.047",SE,"21.6248958248244,25.3300346574303,15.0724278198899","18.2068024363257,4.01710365856899,7.60626102770924",20.6757861,9.943389041,NA,dog,brain,GSE125483
150,ENSCAFG00000001808,-,KIAA1324L,chr14,13140865,13140952,13143983,13144131,0.00216834,"0.0,0.318,0.24","0.0,0.005,0.27",MXE,"14.5015083682956,14.3186529332539,14.032143920143","14.5174599511323,15.5864933051251,20.1648602550656",14.28410174,16.75627117,NA,dog,brain,GSE125483
151,ENSCAFG00000001808,-,KIAA1324L,chr14,13086332,13086498,NA,NA,0.000787112,"1.0,1.0,1.0","0.958,0.962,0.945",SE,"14.5015083682956,14.3186529332539,14.032143920143","14.5174599511323,15.5864933051251,20.1648602550656",14.28410174,16.75627117,NA,dog,brain,GSE125483
152,ENSCAFG00000001813,-,RFX4,chr10,32125802,32125889,NA,NA,0.001361738,"1.0,1.0,1.0","0.921,0.901,1.0",SE,"4.53617787106397,4.76856626582698,4.50701958104077","3.40171020351342,4.2356176907524,3.6130937978124",4.603921239,3.750140564,NA,dog,brain,GSE125483
153,ENSCAFG00000001816,-,ATP8A1,chr13,39522162,39522236,39525747,39525821,0.00323548,"0.091,0.124,0.083","0.121,0.161,0.133",MXE,"26.8399852654017,24.7370736380885,26.7546184891075","14.471709224877,32.5805134460061,38.1971467041462",26.11055913,28.41645646,NA,dog,brain,GSE125483
154,ENSCAFG00000001827,+,CROT,chr14,13527585,13527705,NA,NA,0.000621565,"1.0,1.0,0.996","0.959,0.996,0.992",SE,"40.7101150519308,42.2162396750999,55.9845683870395","48.4364140656902,26.8143173581891,68.6795509081225",46.30364104,47.97676078,NA,dog,brain,GSE125483
155,ENSCAFG00000001833,-,ABCB4,chr14,13607168,13607319,NA,NA,0.000306418,"0.324,1.0,1.0","0.0,0.0,0.49",SE,"1.835079,1.810614,1.770223","1.523667,1.781111,1.878265",1.805305333,1.727681,NA,dog,brain,GSE125483
156,ENSCAFG00000001833,-,ABCB4,chr14,13600194,13600252,13607168,13607319,2.34691E-05,"1.0,1.0,0.699","0.0,0.0,1.0",MXE,"1.835079,1.810614,1.770223","1.523667,1.781111,1.878265",1.805305333,1.727681,NA,dog,brain,GSE125483
157,ENSCAFG00000001835,-,ABCB1,chr14,13676933,13677011,NA,NA,7.98574E-05,"1.0,1.0,0.975","0.943,0.913,1.0",SE,"6.3312156049936,7.0303866448997,11.7970020853606","8.22600602987623,7.79355995860008,13.0247610057618",8.386201445,9.681442331,NA,dog,brain,GSE125483
158,ENSCAFG00000001841,-,SLC25A40,chr14,13958853,13958913,NA,NA,1.17959E-06,"1.0,1.0,0.954","0.873,0.902,1.0",SE,"10.520234,11.163653,13.5529556658276","10.8418180604154,12.1915749276274,16.036352",11.74561422,13.02324833,NA,dog,brain,GSE125483
159,ENSCAFG00000001841,-,SLC25A40,chr14,13946459,13946633,13956756,13956863,0.002951672,"0.976,0.506,0.479","1.0,0.987,0.587",MXE,"10.520234,11.163653,13.5529556658276","10.8418180604154,12.1915749276274,16.036352",11.74561422,13.02324833,NA,dog,brain,GSE125483
160,ENSCAFG00000001841,-,SLC25A40,chr14,13946459,13946633,NA,NA,1.00401E-06,"1.0,1.0,1.0","0.0,0.225,1.0",SE,"10.520234,11.163653,13.5529556658276","10.8418180604154,12.1915749276274,16.036352",11.74561422,13.02324833,NA,dog,brain,GSE125483
161,ENSCAFG00000001841,-,SLC25A40,chr14,13956756,13956863,NA,NA,9.37333E-05,"1.0,1.0,1.0","1.0,0.705,0.893",SE,"10.520234,11.163653,13.5529556658276","10.8418180604154,12.1915749276274,16.036352",11.74561422,13.02324833,NA,dog,brain,GSE125483
162,ENSCAFG00000001841,-,SLC25A40,chr14,13947429,13947554,NA,NA,0.001046169,"0.029,1.0,1.0","0.068,0.0,0.42",SE,"10.520234,11.163653,13.5529556658276","10.8418180604154,12.1915749276274,16.036352",11.74561422,13.02324833,NA,dog,brain,GSE125483
163,ENSCAFG00000001850,+,GUF1,chr13,41191589,41191793,41194443,41194567,0.002609439,"0.362,0.604,0.512","0.296,0.281,0.313",MXE,"3.19774251503519,3.49072135764555,3.62937157773512","3.16726638835573,3.48952633397313,4.10079619001919",3.439278483,3.585862971,NA,dog,brain,GSE125483
164,ENSCAFG00000001851,-,POLR3B,chr10,32207051,32207225,NA,NA,0.000495843,"0.994,0.985,1.0","0.954,0.963,0.971",SE,"15.186141,15.459914,13.965551","15.392718,15.60457,19.899935",14.87053533,16.965741,NA,dog,brain,GSE125483
165,ENSCAFG00000001872,+,POLR1C,chr12,11980396,11980529,11980805,11980925,8.3015E-05,"0.002,0.332,0.27","0.0,0.0,0.295",MXE,"32.7815175790274,32.9086779034954,29.3422193753799","34.1572835942249,27.2817219095745,31.6858965638298",31.67747162,31.04163402,NA,dog,brain,GSE125483
166,ENSCAFG00000001874,+,CFAP69,chr14,16205819,16206017,NA,NA,0.000442562,"0.934,1.0,1.0","0.976,0.75,1.0",SE,"2.37917754103343,3.2160017325228,2.11471296251266","2.61779608713273,3.70742298885512,4.90618210739615",2.569964079,3.743800394,NA,dog,brain,GSE125483
167,ENSCAFG00000001874,+,CFAP69,chr14,16196200,16196319,NA,NA,0.000337129,"0.95,1.0,1.0","0.912,0.845,1.0",SE,"2.37917754103343,3.2160017325228,2.11471296251266","2.61779608713273,3.70742298885512,4.90618210739615",2.569964079,3.743800394,NA,dog,brain,GSE125483
168,ENSCAFG00000001897,+,APBA1,chr1,87952359,87952505,87967757,87967937,1.32358E-06,"0.006,0.328,0.21","0.0,0.0,0.181",MXE,"19.0594342406059,18.8228941692397,17.3357106749199","14.7169762732304,17.7306253221672,12.5096116026799",18.40601303,14.98573773,NA,dog,brain,GSE125483
169,ENSCAFG00000001902,-,TJP2,chr1,88132401,88132614,NA,NA,4.90588E-07,"1.0,1.0,0.851","0.746,0.826,0.75",SE,"8.24523321588675,6.70263459339363,10.3085834640189","7.80333881242627,18.9655080758946,10.117536132324",8.418817091,12.29546101,NA,dog,brain,GSE125483
170,ENSCAFG00000001916,-,PIP5K1B,chr1,88475332,88475485,88484628,88484746,0.00018031,"0.978,0.683,0.649","0.988,0.989,0.74",MXE,"37.9363443536883,41.9010364772838,36.7500043937469","31.8384941577919,30.7308778221788,50.8696745344406",38.86246174,37.8130155,NA,dog,brain,GSE125483
171,ENSCAFG00000001916,-,PIP5K1B,chr1,88430691,88430836,88436354,88436510,0.00068883,"0.998,0.651,0.612","0.997,0.997,0.673",MXE,"37.9363443536883,41.9010364772838,36.7500043937469","31.8384941577919,30.7308778221788,50.8696745344406",38.86246174,37.8130155,NA,dog,brain,GSE125483
172,ENSCAFG00000001943,-,NA,chr1,89114428,89114525,89117063,89117150,0.000209195,"0.925,0.709,0.746","0.964,0.969,0.728",MXE,"21.1973726708175,25.5141191835409,24.6589787639415","28.8572504867352,21.651407408771,27.4249955868977",23.79015687,25.97788449,NA,dog,brain,GSE125483
